seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,maxenergy,class
a,a,W,98257,244,-8,2,b,0,1,0,0,0,2925,2925,0
a,a,W,1039,34,81,12,b,0,1,0,0,0,2879,2879,0
b,c,N,92011,320,22,-17,a,0,1,0,0,0,1071,1071,0
a,a,W,125505,198,20,20,a,0,0,0,0,0,0,0,0
b,b,N,35348,1298,-5,1,a,0,1,0,0,0,1525,1525,0
a,a,N,4040,114,-28,57,b,0,0,0,0,0,0,0,0
b,b,W,16862,140,-2,28,a,0,1,0,0,0,2023,2023,0
a,a,W,182789,1183,46,5,c,0,1,0,0,0,4276,4276,0
a,a,W,38888,167,22,4,a,0,0,0,0,0,0,0,0
a,a,W,2796,60,24,15,b,0,0,0,0,0,0,0,0
c,a,N,397601,5984,44,72,a,0,0,1,0,0,35674,16704,1
a,b,W,66929,147,51,5,b,0,1,0,0,0,1788,1788,0
a,a,W,64813,906,-57,17,b,0,1,0,0,0,4070,4070,0
a,a,W,6892,577,25,33,a,0,0,0,0,0,0,0,0
b,a,N,15283,20,4,-45,a,0,0,0,0,0,0,0,0
b,a,W,11698,80,-80,-3,b,0,0,0,0,0,0,0,0
b,a,W,53766,407,-59,24,a,0,1,0,0,0,1709,1709,0
b,a,N,97290,26,-24,-14,a,0,1,0,0,0,2237,2237,0
b,a,N,29143,82,17,21,b,1,0,0,0,0,447,447,0
a,a,N,46775,41,14,-9,b,0,0,0,0,0,0,0,0
a,b,W,48517,170,24,2,a,0,1,0,0,0,1283,1283,0
a,c,N,134410,2486,95,50,a,0,1,0,0,0,11392,8006,1
a,a,N,33635,190,-4,12,a,0,1,0,0,0,5576,5576,0
a,a,W,84388,118,47,36,a,0,0,0,0,0,0,0,0
a,a,W,181637,365,61,48,b,0,0,1,0,0,27427,22720,1
a,a,N,13659,44,-30,15,a,0,0,0,0,0,0,0,0
a,b,W,3908,554,-24,-29,c,1,0,0,0,0,164,164,0
a,a,W,12005,224,1,19,a,0,0,0,0,0,0,0,0
a,a,N,16271,488,25,20,a,0,0,0,0,0,0,0,0
a,a,W,242879,569,45,154,b,0,0,1,0,0,74374,30173,1
a,c,W,24690,260,-16,-22,a,0,0,0,0,0,0,0,0
b,b,N,15373,261,-2,-17,a,0,0,0,0,0,0,0,0
a,b,N,8213,209,-28,7,c,0,0,0,0,0,0,0,0
b,a,W,31320,338,4,26,b,0,0,0,0,0,0,0,0
a,a,N,14746,114,4,-19,a,1,0,0,0,0,67,67,0
a,b,N,104390,209,-3,14,a,0,0,0,0,0,0,0,0
a,a,W,9568,150,5,7,a,0,0,0,0,0,0,0,0
a,a,W,95803,124,23,19,c,0,0,0,0,0,0,0,0
a,a,W,77027,401,2,-8,b,0,0,0,0,0,0,0,0
a,a,N,142071,1235,73,74,a,0,0,1,0,0,64378,22023,1
b,a,N,97400,278,9,19,a,0,0,0,0,0,0,0,0
b,b,W,40040,11,18,4,b,0,1,0,0,0,8382,8382,0
b,a,W,113122,79,-27,3,a,1,0,0,0,0,745,745,0
c,b,W,90266,55,-16,56,b,1,0,0,0,0,509,509,0
a,b,W,5339,147,27,-2,c,0,0,0,0,0,0,0,0
a,c,N,19458,233,14,-11,b,0,0,0,0,0,0,0,0
a,a,N,87177,240,-43,11,a,0,0,0,0,0,0,0,0
a,a,N,6611,328,13,6,a,0,0,0,0,0,0,0,0
b,c,N,60708,1402,-25,-16,a,1,0,0,0,0,426,426,0
b,a,N,21428,27,28,19,a,0,1,0,0,0,7678,7678,0
b,a,N,19832,15,-23,18,a,0,1,0,0,0,1924,1924,0
b,a,W,9753,62,-47,-14,a,0,0,0,0,0,0,0,0
a,a,N,13613,103,5,1,a,0,0,0,0,0,0,0,0
a,a,N,15424,374,58,11,a,1,0,0,0,0,503,503,0
a,a,N,36113,196,-2,47,a,0,1,0,0,0,1624,1624,0
c,a,N,4464,66,32,34,b,1,0,0,0,0,216,216,0
b,a,W,1536,602,9,27,a,1,0,0,0,0,314,314,0
a,b,W,41081,1520,-30,-4,a,0,0,0,0,0,0,0,0
a,a,N,24324,304,49,51,a,0,1,0,0,0,3513,3513,0
a,a,W,2133,200,-19,-4,a,0,1,0,0,0,5170,5170,0
a,c,W,79586,667,26,-6,b,0,1,0,0,0,3858,3858,0
b,a,W,10615,108,-49,6,a,1,0,0,0,0,109,109,0
a,b,W,16963,180,63,24,a,0,0,0,0,0,0,0,0
a,a,N,23507,159,-27,42,a,0,0,0,0,0,0,0,0
a,b,N,21637,630,1,-28,c,0,1,0,0,0,1239,1239,0
b,a,N,10716,71,-9,48,a,1,0,0,0,0,134,134,0
a,a,N,21272,187,-46,-35,a,0,1,0,0,0,1058,1058,0
a,a,N,36762,214,-1,-6,a,0,1,0,0,0,3782,3782,0
a,a,W,8272,16,-7,9,a,0,1,0,0,0,1468,1468,0
a,a,N,93716,389,24,-24,a,0,0,0,0,0,0,0,0
a,b,N,32889,81,-12,-12,b,0,1,0,0,0,3809,3809,0
b,a,W,55382,64,35,0,a,0,0,0,0,0,0,0,0
b,b,W,40981,692,16,31,b,0,1,0,0,0,4429,4429,0
a,a,N,14244,244,-28,-19,a,0,0,0,0,0,0,0,0
a,a,W,73814,617,28,16,a,0,1,0,0,0,1993,1993,0
b,c,N,8537,101,52,26,b,0,0,0,0,0,0,0,0
a,c,W,22035,1049,29,-12,a,0,0,0,0,0,0,0,0
a,a,N,12234,246,37,-22,a,1,0,0,0,0,481,481,0
a,b,N,173378,416,61,77,b,0,0,1,0,0,142073,42663,1
a,a,N,56127,776,1,65,c,0,0,0,0,0,0,0,0
a,a,N,73330,36,55,3,a,0,0,0,0,0,0,0,0
c,a,W,92227,37,-48,-21,a,0,0,0,0,0,0,0,0
b,c,N,22009,155,0,45,a,0,0,0,0,0,0,0,0
a,c,N,2473,273,-28,-48,a,0,0,0,0,0,0,0,0
a,a,N,19438,150,-24,12,a,0,1,0,0,0,5194,5194,0
a,b,N,109943,340,-5,50,a,0,0,0,0,0,0,0,0
a,b,W,135016,631,25,-22,a,1,0,0,0,0,889,889,0
a,a,W,58411,108,26,-23,a,1,0,0,0,0,917,917,0
a,a,N,84522,90,-50,-17,b,0,1,0,0,0,4777,4777,0
b,a,N,86344,74,-54,65,a,1,0,0,0,0,986,986,0
a,a,W,9853,376,-19,19,a,1,0,0,0,0,423,423,0
b,b,N,20215,473,-43,-11,b,0,1,0,0,0,7289,7289,0
a,a,N,24659,627,-40,-29,a,0,1,0,0,0,2490,2490,0
a,a,W,2353,57,-54,-25,a,0,1,0,0,0,4979,4979,0
a,a,W,69518,50,37,-4,a,0,1,0,0,0,1667,1667,0
c,b,W,130207,630,-53,74,b,1,0,0,0,0,515,515,0
a,a,N,31223,360,-59,-7,a,1,0,0,0,0,226,226,0
a,a,N,35108,327,26,7,a,0,1,0,0,0,2934,2934,0
a,a,N,77547,958,-17,-48,c,0,0,0,0,0,0,0,0
a,a,N,15872,133,22,-6,a,0,0,0,0,0,0,0,0
b,b,W,25486,197,-15,3,b,0,0,0,0,0,0,0,0
a,a,W,10743,486,-30,21,a,0,0,0,0,0,0,0,0
c,a,W,401599,2936,74,94,b,0,0,1,0,0,35991,13396,1
b,a,W,28588,25,-42,-46,a,0,0,0,0,0,0,0,0
a,a,N,35439,111,-11,-11,b,0,0,0,0,0,0,0,0
a,c,N,127387,59,5,26,c,1,0,0,0,0,627,627,0
a,a,W,106091,32,16,22,b,1,0,0,0,0,699,699,0
c,b,N,4003,172,-4,-44,a,0,0,0,0,0,0,0,0
a,a,W,48928,78,27,-11,b,0,0,0,0,0,0,0,0
a,a,W,4826,555,-20,36,a,0,0,0,0,0,0,0,0
a,c,N,20856,56,17,10,a,0,1,0,0,0,3460,3460,0
a,a,N,127231,103,16,3,b,0,0,0,0,0,0,0,0
a,a,N,2731,10,-5,33,a,0,0,0,0,0,0,0,0
a,c,N,11152,148,-36,-59,a,0,0,0,0,0,0,0,0
b,b,N,1724,15,-32,-47,a,0,0,0,0,0,0,0,0
a,a,N,16649,490,32,9,a,0,1,0,0,0,1484,1484,0
a,a,N,41170,80,-5,-2,a,0,1,0,0,0,1238,1238,0
b,a,N,24378,141,-15,-38,a,0,0,0,0,0,0,0,0
a,b,W,4007,289,5,14,a,1,0,0,0,0,219,219,0
a,a,W,14593,94,47,18,a,1,0,0,0,0,18,18,0
a,c,N,13674,223,-25,28,b,0,1,0,0,0,2750,2750,0
a,a,N,56688,179,-17,4,a,0,0,0,0,0,0,0,0
a,a,W,11216,504,60,-19,a,0,0,0,0,0,0,0,0
a,a,W,24851,300,6,4,a,0,1,0,0,0,1571,1571,0
c,a,W,21636,385,24,19,a,0,1,0,0,0,4043,4043,0
a,a,W,595795,316,-3,32,a,0,0,1,0,0,43232,30711,1
a,a,N,29946,205,-33,-29,a,0,0,0,0,0,0,0,0
a,b,W,38633,302,-6,-29,a,0,0,0,0,0,0,0,0
b,a,W,18989,267,-5,-16,a,0,0,0,0,0,0,0,0
b,a,W,44329,16,-4,-6,a,0,1,0,0,0,1687,1687,0
a,c,W,2669,376,-47,-22,a,0,0,0,0,0,0,0,0
a,c,N,11141,136,21,-6,b,0,1,0,0,0,1231,1231,0
a,a,W,81929,1135,-25,-14,a,0,1,0,0,0,4642,4642,0
a,c,N,17666,684,-59,8,a,1,0,0,0,0,19,19,0
a,a,N,59037,2962,85,42,b,0,0,1,0,0,128203,48572,1
a,a,N,139712,601,87,124,b,0,0,1,0,0,148585,57104,1
a,b,N,4341,202,-4,9,a,1,0,0,0,0,430,430,0
a,b,N,14767,780,11,13,a,0,0,0,0,0,0,0,0
a,b,W,72074,240,4,17,a,0,0,0,0,0,0,0,0
a,b,N,57507,161,-5,-5,a,1,0,0,0,0,476,476,0
a,a,W,16491,113,-2,-7,a,0,1,0,0,0,1907,1907,0
a,a,W,13652,385,79,29,a,1,0,0,0,0,114,114,0
a,a,N,48479,84,13,20,b,1,0,0,0,0,918,918,0
b,a,N,95141,388,27,4,a,0,0,0,0,0,0,0,0
a,a,W,23565,880,-9,48,a,1,0,0,0,0,482,482,0
a,a,N,22489,1243,9,7,a,0,0,0,0,0,0,0,0
a,b,N,30469,154,-52,7,a,0,1,0,0,0,5453,5453,0
a,b,N,46909,546,-4,25,a,0,0,0,0,0,0,0,0
a,a,W,32115,54,-4,-17,a,1,0,0,0,0,6,6,0
a,a,W,156507,605,53,115,b,0,0,1,0,0,114359,40522,1
a,b,N,30334,913,-13,41,c,0,0,0,0,0,0,0,0
a,a,N,13376,192,19,-14,a,1,0,0,0,0,147,147,0
b,c,N,74779,32,-23,34,b,0,0,0,0,0,0,0,0
b,a,W,8132,185,-5,-14,a,0,0,0,0,0,0,0,0
c,a,N,63594,128,4,-24,a,0,1,0,0,0,2602,2602,0
a,b,N,12850,854,-21,-31,a,0,1,0,0,0,2871,2871,0
a,b,N,105977,269,-33,18,a,1,0,0,0,0,910,910,0
c,a,N,25896,666,15,-18,a,0,1,0,0,0,2366,2366,0
a,a,W,27014,1197,13,14,a,0,1,0,0,0,1609,1609,0
a,b,N,34002,145,-14,9,b,1,0,0,0,0,471,471,0
a,a,N,24709,160,4,-38,a,0,0,0,0,0,0,0,0
a,b,W,22022,269,1,-32,a,0,0,0,0,0,0,0,0
a,a,N,11609,394,-29,10,a,1,0,0,0,0,775,775,0
a,a,N,37398,70,-26,21,a,0,0,0,0,0,0,0,0
a,a,W,11563,321,75,-11,a,1,0,0,0,0,250,250,0
a,a,N,23383,369,-9,13,b,0,1,0,0,0,1137,1137,0
a,a,W,39585,502,25,0,a,1,0,0,0,0,358,358,0
a,a,N,43937,394,10,-5,a,1,0,0,0,0,177,177,0
a,a,N,70518,223,-7,5,a,0,1,0,0,0,1135,1135,0
a,a,N,7664,135,-32,44,a,0,0,0,0,0,0,0,0
a,a,W,27106,892,-7,-12,a,0,0,0,0,0,0,0,0
a,a,N,128853,2047,120,84,a,0,0,1,0,0,45101,30653,1
a,c,W,63685,376,14,-18,a,0,0,0,0,0,0,0,0
a,a,W,45807,339,1,48,a,0,0,0,0,0,0,0,0
a,a,W,1908,786,42,5,a,0,0,0,0,0,0,0,0
a,a,W,2566,261,34,-2,a,0,0,0,0,0,0,0,0
a,b,W,23311,618,35,29,a,1,0,0,0,0,689,689,0
b,a,W,136385,383,36,13,a,0,1,0,0,0,1359,1359,0
a,a,N,12526,254,86,13,a,0,1,0,0,0,2466,2466,0
a,a,N,19541,195,-26,0,c,1,0,0,0,0,246,246,0
a,b,N,123181,21,-2,30,a,0,1,0,0,0,2800,2800,0
a,b,N,46434,2202,-7,13,b,0,1,0,0,0,9264,9264,0
c,a,W,21906,245,-3,-20,b,1,0,0,0,0,211,211,0
c,a,N,191082,873,128,78,b,0,0,1,0,0,37325,13911,1
a,a,N,10350,404,38,-39,b,0,0,0,0,0,0,0,0
a,a,W,6807,30,13,50,a,0,0,0,0,0,0,0,0
b,b,N,55986,214,-75,-19,a,0,0,0,0,0,0,0,0
b,a,W,65617,88,-18,22,a,1,0,0,0,0,11,11,0
a,a,N,11251,300,73,-2,a,0,1,0,0,0,1534,1534,0
a,a,N,102862,1763,38,84,a,0,0,1,0,0,95422,30591,1
a,a,W,20082,268,-49,44,a,0,0,0,0,0,0,0,0
a,a,N,122871,27,45,28,a,0,1,0,0,0,1790,1790,0
a,b,N,14040,125,-14,26,a,0,0,0,0,0,0,0,0
c,a,N,83710,1210,-21,17,c,1,0,0,0,0,861,861,0
b,a,N,3950,633,-9,-28,b,0,0,0,0,0,0,0,0
a,a,W,63232,334,-66,-5,a,0,0,0,0,0,0,0,0
a,a,N,78720,64,7,-12,a,1,0,0,0,0,323,323,0
a,a,W,6299,157,35,20,a,0,0,0,0,0,0,0,0
a,a,W,21805,841,-30,21,a,0,1,0,0,0,2668,2668,0
a,a,N,50770,257,-29,-17,b,1,0,0,0,0,713,713,0
a,c,W,2348,23,-27,13,a,0,0,0,0,0,0,0,0
a,a,N,32755,551,-31,21,a,0,0,0,0,0,0,0,0
a,a,W,30060,238,-45,0,a,1,0,0,0,0,296,296,0
a,a,W,28544,55,-33,34,a,0,1,0,0,0,4075,4075,0
b,a,W,26159,347,33,-2,a,0,0,0,0,0,0,0,0
a,a,W,26822,74,2,3,a,0,0,0,0,0,0,0,0
a,a,N,2501,722,-26,-1,c,0,0,0,0,0,0,0,0
a,a,N,43943,211,47,-14,a,0,0,0,0,0,0,0,0
b,b,N,57116,881,-22,1,a,0,1,0,0,0,1875,1875,0
a,a,N,121945,664,-26,35,a,0,0,0,0,0,0,0,0
a,a,W,44692,22,15,-15,a,0,0,0,0,0,0,0,0
a,b,N,49442,242,19,3,b,0,1,0,0,0,4017,4017,0
a,a,N,7397,389,28,-24,a,0,0,0,0,0,0,0,0
a,a,N,2741,325,3,-52,c,0,0,0,0,0,0,0,0
a,a,W,27601,103,-1,12,b,0,0,0,0,0,0,0,0
a,b,W,56481,14,6,-5,b,0,0,0,0,0,0,0,0
b,a,W,1045520,729,128,87,a,0,0,1,0,0,42066,20016,1
a,a,W,83359,256,33,21,a,0,1,0,0,0,1197,1197,0
a,c,W,47410,200,34,-26,b,0,0,0,0,0,0,0,0
a,a,N,62258,404,7,-1,b,0,1,0,0,0,9081,9081,0
b,b,W,14430,168,29,-32,a,0,1,0,0,0,2010,2010,0
a,b,N,36915,80,-36,-7,a,0,0,0,0,0,0,0,0
a,a,W,60193,164,48,-9,a,0,0,0,0,0,0,0,0
a,b,W,9020,149,8,20,c,0,0,0,0,0,0,0,0
a,b,W,37105,707,-22,23,a,0,0,0,0,0,0,0,0
b,b,W,115474,1613,50,29,a,0,0,1,0,0,93867,28706,1
b,a,W,254756,5370,55,130,a,0,0,1,0,0,88729,44419,1
a,c,W,70420,587,-13,40,a,1,0,0,0,0,45,45,0
a,a,N,94302,1415,104,66,a,0,0,1,0,0,15851,12915,1
a,b,W,25156,139,-2,-36,a,0,0,0,0,0,0,0,0
a,a,W,4146,566,22,-48,a,0,0,0,0,0,0,0,0
c,a,N,32472,149,-8,2,a,1,0,0,0,0,657,657,0
a,a,W,46032,717,-46,-26,a,0,1,0,0,0,3175,3175,0
a,a,W,10495,240,37,40,a,0,0,0,0,0,0,0,0
a,a,N,6830,79,8,-32,a,0,0,0,0,0,0,0,0
a,a,N,48081,469,-16,-33,a,1,0,0,0,0,718,718,0
a,a,W,33639,432,-48,-10,a,0,0,0,0,0,0,0,0
b,a,W,5469,737,29,31,a,0,0,1,0,0,12391,12391,0
a,a,W,2573,553,-3,-15,b,0,0,0,0,0,0,0,0
a,a,W,94999,111,6,3,b,0,1,0,0,0,1114,1114,0
a,b,W,19675,175,-47,-20,a,0,0,0,0,0,0,0,0
b,a,W,237916,2409,68,42,a,0,0,1,0,0,64382,28433,1
a,a,N,28468,343,-2,2,a,1,0,0,0,0,39,39,0
a,a,N,20421,72,-3,7,b,0,0,0,0,0,0,0,0
a,b,N,15889,281,10,-3,a,0,0,0,0,0,0,0,0
a,a,N,1881,151,-60,14,a,0,0,0,0,0,0,0,0
b,a,W,11110,280,-20,-11,b,0,0,0,0,0,0,0,0
a,a,N,4299,258,-5,26,a,0,0,0,0,0,0,0,0
a,c,W,2582,94,-26,-20,a,0,1,0,0,0,2901,2901,0
a,a,W,652550,259,40,-8,a,0,0,1,0,0,172262,60948,1
a,b,N,32007,124,-13,15,a,0,0,0,0,0,0,0,0
a,a,W,13815,549,-10,-35,b,1,0,0,0,0,738,738,0
b,b,N,8708,248,-29,-26,a,1,0,0,0,0,246,246,0
a,a,N,102518,1328,0,-24,a,0,0,0,0,0,0,0,0
a,a,N,22883,918,26,30,a,0,1,0,0,0,5794,5794,0
a,a,N,5900,316,-43,10,a,0,0,0,0,0,0,0,0
c,c,N,2673,881,12,-14,a,0,0,0,0,0,0,0,0
a,a,W,3477,535,9,13,a,1,0,0,0,0,607,607,0
a,a,N,7297,260,45,14,a,0,0,0,0,0,0,0,0
a,b,W,88059,580,-10,22,a,0,1,0,0,0,1426,1426,0
a,a,W,106991,887,46,16,a,0,0,0,0,0,0,0,0
a,a,W,8171,1010,-10,7,a,0,0,0,0,0,0,0,0
c,a,W,5099,775,-3,-8,a,0,1,0,0,0,2781,2781,0
b,a,N,1616,74,-16,40,a,0,0,0,0,0,0,0,0
a,a,W,140417,138,-20,3,a,0,1,0,0,0,5095,5095,0
a,b,N,147518,424,77,54,a,0,0,1,0,0,45138,15959,1
a,a,W,71996,155,48,22,a,1,0,0,0,0,752,752,0
b,b,N,104713,1038,64,59,a,0,1,0,0,0,14529,9135,1
a,a,N,37997,294,11,-15,a,0,1,0,0,0,3101,3101,0
a,a,N,11977,188,30,-3,a,0,0,0,0,0,0,0,0
b,a,N,20137,558,29,0,a,0,0,0,0,0,0,0,0
a,a,N,66327,115,-51,-18,a,0,1,0,0,0,3135,3135,0
b,a,W,91914,151,26,-19,a,0,0,0,0,0,0,0,0
a,b,W,11388,187,-23,-6,a,0,0,0,0,0,0,0,0
a,b,W,40199,12,31,-14,c,0,1,0,0,0,1289,1289,0
a,a,W,5898,998,23,0,b,0,1,0,0,0,2014,2014,0
a,a,N,78243,472,25,51,a,0,0,0,0,0,0,0,0
c,a,W,43769,172,-6,6,b,0,0,0,0,0,0,0,0
a,b,W,35039,17,-38,35,a,0,1,0,0,0,1020,1020,0
a,a,W,10172,200,-5,-2,a,0,0,0,0,0,0,0,0
a,b,W,35529,133,-33,21,a,0,0,0,0,0,0,0,0
a,a,W,37250,576,52,-14,b,0,1,0,0,0,1027,1027,0
a,b,N,8059,292,-29,4,a,0,1,0,0,0,2590,2590,0
a,a,N,19933,101,-10,-28,a,1,0,0,0,0,147,147,0
b,a,W,15725,163,28,27,b,0,0,0,0,0,0,0,0
a,b,N,121644,491,-19,1,b,0,0,0,0,0,0,0,0
a,b,W,18797,104,31,0,a,0,0,0,0,0,0,0,0
b,a,N,16362,44,-37,-30,a,0,1,0,0,0,5949,5949,0
a,a,N,2503,283,-35,-9,a,0,0,0,0,0,0,0,0
b,a,W,17627,498,13,20,a,0,0,0,0,0,0,0,0
a,a,N,1631,83,-43,-29,b,0,0,0,0,0,0,0,0
a,a,W,11183,267,31,-8,a,0,0,0,0,0,0,0,0
a,a,W,83850,221,-17,-50,b,0,1,0,0,0,1803,1803,0
a,c,N,4764,32,9,-67,a,0,1,0,0,0,1240,1240,0
a,a,N,102546,248,23,12,a,0,1,0,0,0,6122,6122,0
a,a,N,22815,439,7,6,a,0,0,0,0,0,0,0,0
a,a,N,5565,576,31,-43,a,0,0,0,0,0,0,0,0
a,a,W,8295,666,-25,-2,a,0,0,0,0,0,0,0,0
a,a,W,12822,466,2,15,a,0,0,0,0,0,0,0,0
a,a,W,13762,215,9,14,a,0,1,0,0,0,1392,1392,0
a,a,W,36714,336,2,28,a,0,0,0,0,0,0,0,0
a,c,W,27303,986,21,-9,a,0,0,0,0,0,0,0,0
a,c,W,56807,227,8,-4,a,0,0,0,0,0,0,0,0
a,a,N,5843,124,37,-13,a,0,0,0,0,0,0,0,0
a,a,W,16155,64,5,4,a,0,0,0,0,0,0,0,0
a,b,W,63233,491,-19,26,a,1,0,0,0,0,899,899,0
b,a,N,2337,759,13,32,a,1,0,0,0,0,300,300,0
a,b,N,30783,193,-28,-45,a,0,0,0,0,0,0,0,0
a,b,W,93551,734,13,20,a,0,0,0,0,0,0,0,0
b,a,W,52148,552,-7,31,b,1,0,0,0,0,261,261,0
a,a,N,46477,104,59,7,a,0,0,0,0,0,0,0,0
a,c,W,12799,97,7,22,a,0,0,0,0,0,0,0,0
b,b,N,106050,2015,21,-55,a,0,0,0,0,0,0,0,0
a,b,N,445287,3191,67,54,a,0,0,1,0,0,39417,14076,1
c,a,N,106637,34,-12,-13,a,0,0,0,0,0,0,0,0
b,b,W,83566,21,5,-24,a,0,0,0,0,0,0,0,0
a,a,W,16855,35,-53,0,a,0,0,0,0,0,0,0,0
c,a,N,104211,197,-3,-22,a,0,0,0,0,0,0,0,0
b,a,N,47349,67,-4,6,a,1,0,0,0,0,672,672,0
a,c,W,15271,197,1,11,a,0,0,0,0,0,0,0,0
c,b,W,23096,1259,11,-24,a,0,0,0,0,0,0,0,0
a,b,W,105499,1727,71,36,b,1,0,0,0,0,940,940,0
a,a,N,132193,625,72,20,a,0,0,1,0,0,102029,34393,1
a,a,N,7281,429,52,45,a,0,1,0,0,0,2860,2860,0
a,b,N,19496,74,-18,-9,b,0,1,0,0,0,2734,2734,0
a,a,W,25028,166,53,-10,a,0,1,0,0,0,2400,2400,0
a,b,N,35182,320,46,-5,a,0,1,0,0,0,2503,2503,0
a,a,N,32347,121,2,-25,a,0,0,1,0,0,10381,10381,0
a,b,N,69316,410,-18,-6,b,0,0,0,0,0,0,0,0
a,b,W,102045,228,-47,10,a,0,0,0,0,0,0,0,0
a,a,N,20779,311,42,1,a,1,0,0,0,0,594,594,0
a,a,N,117847,59,-22,-9,b,0,0,0,0,0,0,0,0
b,a,W,28604,595,31,25,a,0,1,0,0,0,2266,2266,0
a,b,N,4481,405,57,-23,a,0,1,0,0,0,2689,2689,0
a,a,W,60671,11,-37,54,a,0,0,0,0,0,0,0,0
a,b,W,50811,31,-35,-9,a,0,0,0,0,0,0,0,0
a,a,N,16819,150,26,63,c,0,1,0,0,0,9973,9973,0
a,b,W,7118,387,-13,-10,a,0,1,0,0,0,2423,2423,0
c,a,N,10629,227,11,36,b,0,0,0,0,0,0,0,0
a,a,W,4394,178,17,13,c,0,1,0,0,0,1766,1766,0
a,c,N,13010,134,-7,7,a,0,0,0,0,0,0,0,0
a,a,W,55119,195,-28,1,a,0,0,1,0,0,14005,14005,0
a,a,W,32094,462,7,-20,a,0,0,0,0,0,0,0,0
a,a,W,20963,176,-17,24,a,0,0,0,0,0,0,0,0
a,a,N,128106,111,-12,33,a,0,1,0,0,0,4401,4401,0
a,a,N,194560,2139,114,74,b,0,0,1,0,0,45152,15971,1
a,a,N,23852,273,42,35,a,0,0,0,0,0,0,0,0
a,b,W,152766,162,-20,-10,b,1,0,0,0,0,806,806,0
b,a,W,5464,371,-8,-11,b,1,0,0,0,0,12,12,0
a,a,N,13377,256,-22,-49,c,0,0,0,0,0,0,0,0
c,a,N,3326,486,-21,9,b,0,0,0,0,0,0,0,0
a,b,W,57106,4670,137,35,a,0,0,1,0,0,107520,36577,1
a,a,W,53988,204,32,-6,b,0,1,0,0,0,1123,1123,0
a,c,W,45787,655,10,8,a,0,1,0,0,0,1913,1913,0
b,a,N,10190,41,-10,41,a,0,1,0,0,0,7766,7766,0
a,a,W,14680,592,18,45,a,0,1,0,0,0,1800,1800,0
a,a,N,3822,63,3,38,a,1,0,0,0,0,982,982,0
a,a,W,43654,673,-10,-12,a,0,1,0,0,0,4951,4951,0
a,b,N,69696,785,-8,-16,a,0,1,0,0,0,3500,3500,0
a,a,W,6121,61,3,-6,a,0,0,0,0,0,0,0,0
a,a,W,63479,571,-28,34,a,0,1,0,0,0,2269,2269,0
a,a,N,2628,61,6,-34,a,0,0,0,0,0,0,0,0
a,a,W,22116,640,-47,-8,b,0,0,0,0,0,0,0,0
a,b,W,40792,629,3,-2,a,0,0,0,0,0,0,0,0
a,a,W,21768,756,-27,10,a,0,0,0,0,0,0,0,0
a,a,N,4815,265,-47,15,b,0,0,0,0,0,0,0,0
a,a,W,7742,457,26,12,b,0,0,0,0,0,0,0,0
a,a,N,44049,166,-11,18,b,1,0,0,0,0,63,63,0
b,b,W,98655,124,34,23,a,0,0,0,0,0,0,0,0
a,b,W,4107,43,-4,26,a,1,0,0,0,0,272,272,0
a,a,N,136629,974,13,-8,a,0,0,0,0,0,0,0,0
a,a,N,11701,78,43,-46,a,0,0,0,0,0,0,0,0
b,a,N,68565,1107,44,-23,a,0,0,0,0,0,0,0,0
a,b,N,11190,958,31,3,a,1,0,0,0,0,61,61,0
c,a,N,28449,91,-18,-14,b,0,1,0,0,0,3808,3808,0
a,a,N,37009,193,-14,6,a,0,1,0,0,0,3143,3143,0
a,a,W,18647,1236,8,-20,a,0,0,0,0,0,0,0,0
a,a,W,26921,698,41,1,a,0,1,0,0,0,2593,2593,0
a,a,W,21111,49,-19,-15,a,0,1,0,0,0,1662,1662,0
a,a,W,5688,73,-12,20,a,0,0,0,0,0,0,0,0
a,a,N,22812,170,24,-1,a,0,0,0,0,0,0,0,0
a,a,W,46055,335,13,36,a,0,0,0,0,0,0,0,0
a,a,W,35384,25,-3,-18,b,1,0,0,0,0,474,474,0
a,a,W,11188,420,-35,11,b,0,0,0,0,0,0,0,0
a,a,N,7826,629,-24,-8,a,0,0,0,0,0,0,0,0
a,b,N,50293,393,24,95,a,0,0,1,0,0,69731,22107,1
a,a,W,21144,1044,-28,22,a,0,1,0,0,0,6165,6165,0
a,b,N,61029,1638,-13,38,a,1,0,0,0,0,159,159,0
a,a,W,64560,640,10,1,a,0,0,0,0,0,0,0,0
a,a,N,14888,779,-40,9,a,0,0,0,0,0,0,0,0
a,b,W,56575,309,36,-17,a,1,0,0,0,0,764,764,0
a,b,N,33774,42,-36,55,a,0,0,0,0,0,0,0,0
a,a,W,313138,531,98,89,a,0,0,1,0,0,64360,23089,1
a,b,W,20267,780,-48,18,a,1,0,0,0,0,151,151,0
b,a,N,1481,34,-52,38,a,1,0,0,0,0,994,994,0
a,a,N,103484,94,30,7,a,0,1,0,0,0,3250,3250,0
a,a,N,49973,251,-6,-15,a,1,0,0,0,0,899,899,0
b,a,N,34385,555,3,-11,a,1,0,0,0,0,405,405,0
a,a,W,24210,43,73,10,b,1,0,0,0,0,651,651,0
b,a,W,21130,529,6,60,a,0,0,0,0,0,0,0,0
a,a,W,20907,279,-2,30,a,0,0,0,0,0,0,0,0
